Date,Year,Day_of_Week,Week_of_Year,Month,Month_Name,Period_Label,Resident_Population,Daily_Visitors_Overnight,Daily_Visitors_Day_Tripper,Daily_Visitors_Total,Access_Fee_Active,Access_Fee_EUR,Access_Fee_USD,Fee_Tier,Acqua_Alta_Flag,Major_Event_Flag,Major_Event_Name,CPI,Data_Source,Derivation_Method,Notes
2026-09-20,2026,Sunday,38,9,September,2026_projected,47100,49289,44604,93893,N,,,,N,N,,180.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-21,2026,Monday,39,9,September,2026_projected,47100,45939,38713,84652,N,,,,N,N,,162.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-22,2026,Tuesday,39,9,September,2026_projected,47100,45461,37871,83332,N,,,,N,N,,159.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-23,2026,Wednesday,39,9,September,2026_projected,47100,45939,38713,84652,N,,,,N,N,,162.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-24,2026,Thursday,39,9,September,2026_projected,47100,47375,41238,88613,N,,,,N,N,,170.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-25,2026,Friday,39,9,September,2026_projected,47100,50246,46287,96533,N,,,,N,N,,185.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-26,2026,Saturday,39,9,September,2026_projected,47100,52639,50495,103134,N,,,,N,N,,197.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-27,2026,Sunday,39,9,September,2026_projected,47100,49289,44604,93893,N,,,,N,N,,180.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-28,2026,Monday,40,9,September,2026_projected,47100,45939,38713,84652,N,,,,N,N,,162.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-29,2026,Tuesday,40,9,September,2026_projected,47100,45461,37871,83332,N,,,,N,N,,159.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-09-30,2026,Wednesday,40,9,September,2026_projected,47100,45939,38713,84652,N,,,,N,N,,162.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-01,2026,Thursday,40,10,October,2026_projected,47100,39795,34640,74435,N,,,,N,Y,Venice Biennale (season),142.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-02,2026,Friday,40,10,October,2026_projected,47100,42207,38881,81088,N,,,,N,N,,155.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-03,2026,Saturday,40,10,October,2026_projected,47100,44216,42416,86632,N,,,,N,N,,166.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-04,2026,Sunday,40,10,October,2026_projected,47100,41403,37467,78870,N,,,,N,N,,151.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-05,2026,Monday,41,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-06,2026,Tuesday,41,10,October,2026_projected,47100,38187,31812,69999,N,,,,N,N,,134.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-07,2026,Wednesday,41,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-08,2026,Thursday,41,10,October,2026_projected,47100,39795,34640,74435,N,,,,N,N,,142.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-09,2026,Friday,41,10,October,2026_projected,47100,42207,38881,81088,N,,,,N,N,,155.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-10,2026,Saturday,41,10,October,2026_projected,47100,44216,42416,86632,N,,,,N,N,,166.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-11,2026,Sunday,41,10,October,2026_projected,47100,41403,37467,78870,N,,,,N,N,,151.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-12,2026,Monday,42,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-13,2026,Tuesday,42,10,October,2026_projected,47100,38187,31812,69999,N,,,,N,N,,134.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-14,2026,Wednesday,42,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-15,2026,Thursday,42,10,October,2026_projected,47100,39795,34640,74435,N,,,,N,N,,142.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-16,2026,Friday,42,10,October,2026_projected,47100,42207,38881,81088,N,,,,N,N,,155.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-17,2026,Saturday,42,10,October,2026_projected,47100,44216,42416,86632,N,,,,N,N,,166.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-18,2026,Sunday,42,10,October,2026_projected,47100,41403,37467,78870,N,,,,N,N,,151.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-19,2026,Monday,43,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-20,2026,Tuesday,43,10,October,2026_projected,47100,38187,31812,69999,N,,,,N,N,,134.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-21,2026,Wednesday,43,10,October,2026_projected,47100,38589,32519,71108,N,,,,N,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-22,2026,Thursday,43,10,October,2026_projected,47100,39795,34640,74435,N,,,,N,N,,142.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-23,2026,Friday,43,10,October,2026_projected,47100,42207,38881,81088,N,,,,N,N,,155.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-24,2026,Saturday,43,10,October,2026_projected,47100,44216,42416,86632,N,,,,N,N,,166.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-25,2026,Sunday,43,10,October,2026_projected,47100,41403,37467,78870,N,,,,Y,N,,151.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-10-26,2026,Monday,44,10,October,2026_projected,47100,38589,32519,71108,N,,,,Y,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-10-27,2026,Tuesday,44,10,October,2026_projected,47100,38187,31812,69999,N,,,,Y,N,,134.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-10-28,2026,Wednesday,44,10,October,2026_projected,47100,38589,32519,71108,N,,,,Y,N,,136.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-10-29,2026,Thursday,44,10,October,2026_projected,47100,39795,34640,74435,N,,,,N,N,,142.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-30,2026,Friday,44,10,October,2026_projected,47100,42207,38881,81088,N,,,,N,N,,155.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-10-31,2026,Saturday,44,10,October,2026_projected,47100,44216,42416,86632,N,,,,N,N,,166.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-01,2026,Sunday,44,11,November,2026_projected,47100,33516,30331,63847,N,,,,N,N,,122.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-02,2026,Monday,45,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-03,2026,Tuesday,45,11,November,2026_projected,47100,30913,25752,56665,N,,,,N,N,,108.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-04,2026,Wednesday,45,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-05,2026,Thursday,45,11,November,2026_projected,47100,32215,28042,60257,N,,,,N,N,,115.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-06,2026,Friday,45,11,November,2026_projected,47100,34167,31475,65642,N,,,,N,N,,126.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-07,2026,Saturday,45,11,November,2026_projected,47100,35794,34337,70131,N,,,,N,N,,134.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-08,2026,Sunday,45,11,November,2026_projected,47100,33516,30331,63847,N,,,,N,N,,122.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-09,2026,Monday,46,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-10,2026,Tuesday,46,11,November,2026_projected,47100,30913,25752,56665,N,,,,Y,N,,108.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-11,2026,Wednesday,46,11,November,2026_projected,47100,31239,26325,57564,N,,,,Y,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-12,2026,Thursday,46,11,November,2026_projected,47100,32215,28042,60257,N,,,,Y,N,,115.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-13,2026,Friday,46,11,November,2026_projected,47100,34167,31475,65642,N,,,,Y,N,,126.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-14,2026,Saturday,46,11,November,2026_projected,47100,35794,34337,70131,N,,,,Y,N,,134.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-15,2026,Sunday,46,11,November,2026_projected,47100,33516,30331,63847,N,,,,Y,N,,122.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-16,2026,Monday,47,11,November,2026_projected,47100,31239,26325,57564,N,,,,Y,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-11-17,2026,Tuesday,47,11,November,2026_projected,47100,30913,25752,56665,N,,,,N,N,,108.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-18,2026,Wednesday,47,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-19,2026,Thursday,47,11,November,2026_projected,47100,32215,28042,60257,N,,,,N,N,,115.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-20,2026,Friday,47,11,November,2026_projected,47100,34167,31475,65642,N,,,,N,N,,126.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-21,2026,Saturday,47,11,November,2026_projected,47100,35794,34337,70131,N,,,,N,Y,Festa della Salute,134.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-22,2026,Sunday,47,11,November,2026_projected,47100,33516,30331,63847,N,,,,N,N,,122.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-23,2026,Monday,48,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-24,2026,Tuesday,48,11,November,2026_projected,47100,30913,25752,56665,N,,,,N,N,,108.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-25,2026,Wednesday,48,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-26,2026,Thursday,48,11,November,2026_projected,47100,32215,28042,60257,N,,,,N,N,,115.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-27,2026,Friday,48,11,November,2026_projected,47100,34167,31475,65642,N,,,,N,N,,126.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-28,2026,Saturday,48,11,November,2026_projected,47100,35794,34337,70131,N,,,,N,N,,134.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-29,2026,Sunday,48,11,November,2026_projected,47100,33516,30331,63847,N,,,,N,N,,122.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-11-30,2026,Monday,49,11,November,2026_projected,47100,31239,26325,57564,N,,,,N,N,,110.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-12-01,2026,Tuesday,49,12,December,2026_projected,47100,27276,22723,49999,N,,,,N,N,,95.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-12-02,2026,Wednesday,49,12,December,2026_projected,47100,27564,23228,50792,N,,,,N,N,,97.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-12-03,2026,Thursday,49,12,December,2026_projected,47100,28425,24743,53168,N,,,,N,N,,102.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-12-04,2026,Friday,49,12,December,2026_projected,47100,30148,27772,57920,N,,,,N,N,,111.1,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-20%
2026-12-05,2026,Saturday,49,12,December,2026_projected,47100,31583,30297,61880,N,,,,Y,N,,118.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-12-06,2026,Sunday,49,12,December,2026_projected,47100,29573,26762,56335,N,,,,Y,N,,108.1,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
2026-12-07,2026,Monday,50,12,December,2026_projected,47100,27564,23228,50792,N,,,,Y,N,,97.5,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed); projected; CI +/-20%"
